_uuid,start,end,today,survey_round,group_identification/household_id,group_identification/enumerator_name,group_identification/survey_date,group_identification/sub_county,group_identification/ward,group_identification/household_head_sex,group_identification/landholding_acres,group_advisory/reached_advisory,group_advisory/advisory_channels,group_training/ffs_completed,group_training/practices_used,crop_sales/crop_name,crop_sales/area_planted_acres,crop_sales/quantity_harvested_kg,crop_sales/quantity_sold_kg,crop_sales/price_received_kes_per_kg,crop_sales/buyer_type,crop_sales/sold_through_group,group_resilience/coping_strategies_used,yield_kg_per_acre,crop_income_kes,price_share_pct
uuid-Y4-742,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00743,S. Kamau,2030-06-20,kitui_south,mutonguni,male,1.75,yes,radio,yes,water_harvesting organic_amendment,pigeon_peas,0.41,230.3,148.4,110.83,producer_group,yes,none,551.8,15089.0,81.3
uuid-Y4-743,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00744,M. Wanjiru,2030-06-01,kitui_rural,mbitini,female,3.99,yes,sms,yes,drought_tolerant_seed,cowpeas,1.23,631.0,426.8,147.5,processor,no,none,542.5,59276.0,71.4
uuid-Y4-744,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00745,M. Wanjiru,2030-06-03,mwingi_west,waita,female,2.63,yes,sms,no,min_tillage drought_tolerant_seed mulching water_harvesting organic_amendment,pigeon_peas,1.31,848.4,351.1,122.6,processor,no,child_labour reduced_meals borrowed_food,597.2,40570.0,72.0
uuid-Y4-745,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00746,J. Mwendwa,2030-06-25,mwingi_west,waita,female,0.84,yes,whatsapp,yes,drought_tolerant_seed water_harvesting mulching intercropping min_tillage staggered_planting organic_amendment,pigeon_peas,0.8,571.6,471.1,106.41,local_trader,no,none,674.6,47694.0,72.6
uuid-Y4-746,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00747,S. Kamau,2030-06-04,kitui_rural,mbitini,male,4.91,no,,no,min_tillage water_harvesting mulching organic_amendment staggered_planting intercropping,sorghum,1.2,789.0,640.6,73.6,processor,no,none,648.2,43899.0,68.0
uuid-Y4-747,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00748,A. Ndaka,2030-06-25,mwingi_west,waita,male,0.88,yes,whatsapp radio,yes,drought_tolerant_seed staggered_planting intercropping mulching,maize,0.58,293.2,126.7,66.98,producer_group,yes,borrowed_food reduced_meals child_labour,580.5,5920.0,76.8
uuid-Y4-748,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00749,A. Ndaka,2030-06-05,kitui_south,kyome_thaana,male,1.84,yes,ivr sms,yes,water_harvesting,green_grams,1.02,344.7,232.3,127.87,producer_group,yes,child_labour reduced_meals sold_productive_asset,380.4,18376.0,72.9
uuid-Y4-749,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00750,J. Mwendwa,2030-06-06,kitui_south,kyome_thaana,male,1.75,yes,radio,no,staggered_planting water_harvesting min_tillage organic_amendment mulching,maize,0.74,450.5,219.6,126.24,market_vendor,no,none,681.9,20816.0,73.2
uuid-Y4-750,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00751,M. Wanjiru,2030-06-10,kitui_rural,township,male,1.53,yes,radio ivr,yes,mulching organic_amendment water_harvesting min_tillage drought_tolerant_seed staggered_planting intercropping,green_grams,1.17,715.4,577.1,69.76,producer_group,yes,borrowed_food child_labour reduced_meals,633.5,37368.0,75.9
uuid-Y4-751,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00752,A. Ndaka,2030-06-08,kitui_rural,township,male,0.34,yes,sms,yes,drought_tolerant_seed organic_amendment intercropping water_harvesting staggered_planting,green_grams,0.31,239.7,200.0,148.82,local_trader,no,none,720.1,29606.0,71.9
uuid-Y4-752,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00753,S. Kamau,2030-06-16,kitui_rural,township,male,5.0,yes,in_person whatsapp,yes,drought_tolerant_seed intercropping,sorghum,4.81,3097.1,1723.4,92.39,processor,no,none,605.5,153039.0,72.6
uuid-Y4-753,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00754,P. Kioko,2030-06-27,mwingi_west,kwa_vonza,male,0.39,yes,in_person,yes,intercropping water_harvesting min_tillage staggered_planting mulching,cassava,0.32,144.1,61.6,135.47,producer_group,yes,none,517.1,8036.0,81.3
uuid-Y4-754,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00755,P. Kioko,2030-06-24,mwingi_west,kwa_vonza,male,5.0,yes,sms whatsapp,yes,min_tillage water_harvesting drought_tolerant_seed mulching staggered_planting organic_amendment intercropping,maize,0.71,405.5,259.2,145.62,local_trader,no,child_labour borrowed_food reduced_meals,592.2,25904.0,67.9
uuid-Y4-755,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00756,P. Kioko,2030-06-13,kitui_rural,township,male,1.03,yes,radio in_person,no,intercropping drought_tolerant_seed min_tillage staggered_planting,green_grams,0.9,508.6,327.7,156.59,producer_group,yes,child_labour,567.8,39486.0,79.3
uuid-Y4-756,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00757,P. Kioko,2030-06-15,kitui_rural,mbitini,female,1.32,yes,sms,yes,,cassava,0.67,462.7,294.4,80.62,local_trader,no,none,665.5,24266.0,76.5
uuid-Y4-757,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00758,J. Mwendwa,2030-06-15,kitui_south,mutonguni,male,4.79,yes,whatsapp,yes,water_harvesting min_tillage staggered_planting drought_tolerant_seed mulching organic_amendment,green_grams,4.11,1831.2,1165.0,95.09,producer_group,yes,none,478.2,112427.0,84.6
uuid-Y4-758,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00759,P. Kioko,2030-06-27,kitui_rural,mbitini,male,2.82,yes,sms,no,intercropping water_harvesting mulching min_tillage drought_tolerant_seed staggered_planting organic_amendment,cassava,2.73,2088.0,1599.4,130.91,local_trader,no,none,693.2,169613.0,74.5
uuid-Y4-759,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00760,J. Mwendwa,2030-06-17,mwingi_west,kwa_vonza,female,0.63,yes,sms,yes,organic_amendment drought_tolerant_seed intercropping mulching min_tillage water_harvesting,sorghum,0.52,255.6,138.0,175.55,producer_group,yes,borrowed_food child_labour,565.6,17990.0,80.5
uuid-Y4-760,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00761,J. Mwendwa,2030-06-18,mwingi_west,kwa_vonza,female,0.62,no,,no,water_harvesting intercropping mulching organic_amendment staggered_planting drought_tolerant_seed min_tillage,pigeon_peas,0.41,266.7,117.3,108.79,local_trader,no,none,596.8,11329.0,68.5
uuid-Y4-761,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00762,M. Wanjiru,2030-06-26,kitui_rural,mbitini,male,2.55,yes,whatsapp,yes,intercropping water_harvesting min_tillage staggered_planting,green_grams,0.61,327.4,221.6,126.13,producer_group,yes,reduced_meals sold_productive_asset child_labour,610.7,22353.0,81.7
uuid-Y4-762,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00763,M. Wanjiru,2030-06-18,kitui_rural,township,male,0.87,yes,in_person,yes,mulching water_harvesting,cowpeas,0.23,125.0,72.3,137.55,market_vendor,no,child_labour,535.6,7273.0,71.0
uuid-Y4-763,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00764,P. Kioko,2030-06-10,kitui_rural,mbitini,male,2.91,yes,whatsapp,yes,mulching min_tillage water_harvesting drought_tolerant_seed intercropping,cowpeas,0.37,267.0,180.3,106.09,processor,no,none,633.7,19430.0,73.2
uuid-Y4-764,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00765,J. Mwendwa,2030-06-18,kitui_south,kyome_thaana,male,3.11,yes,radio,yes,organic_amendment water_harvesting min_tillage mulching intercropping,green_grams,1.38,615.3,305.7,72.35,market_vendor,no,none,518.3,15640.0,69.6
uuid-Y4-765,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00766,S. Kamau,2030-06-16,kitui_rural,township,female,1.12,yes,in_person,yes,,maize,1.03,697.2,501.9,116.85,producer_group,yes,none,655.4,42862.0,79.0
uuid-Y4-766,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00767,P. Kioko,2030-06-15,kitui_rural,mbitini,female,1.38,yes,radio in_person,yes,staggered_planting intercropping organic_amendment min_tillage mulching drought_tolerant_seed water_harvesting,cassava,1.16,688.1,552.9,87.26,local_trader,no,none,643.3,48064.0,72.0
uuid-Y4-767,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00768,J. Mwendwa,2030-06-15,kitui_rural,township,male,2.6,yes,whatsapp in_person,no,staggered_planting,green_grams,1.62,843.8,758.6,84.56,producer_group,yes,none,566.4,61279.0,80.2
uuid-Y4-768,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00769,J. Mwendwa,2030-06-11,kitui_rural,township,female,1.08,yes,radio,yes,staggered_planting min_tillage water_harvesting organic_amendment,green_grams,0.35,231.8,164.5,164.97,producer_group,yes,none,581.8,27477.0,81.0
uuid-Y4-769,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00770,P. Kioko,2030-06-11,mwingi_west,waita,male,2.17,yes,whatsapp,yes,staggered_planting drought_tolerant_seed mulching water_harvesting,cowpeas,1.35,678.3,405.5,108.26,local_trader,no,none,470.6,39846.0,69.8
uuid-Y4-770,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00771,M. Wanjiru,2030-06-16,kitui_rural,township,male,5.0,yes,sms,yes,organic_amendment,cowpeas,3.83,2609.2,1666.0,91.15,processor,no,none,630.6,133674.0,67.5
uuid-Y4-771,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00772,M. Wanjiru,2030-06-03,mwingi_west,waita,female,2.69,yes,sms,no,organic_amendment mulching water_harvesting intercropping drought_tolerant_seed staggered_planting,sorghum,1.05,736.5,642.7,193.26,producer_group,yes,none,648.1,125532.0,84.4
uuid-Y4-772,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00773,M. Wanjiru,2030-06-18,mwingi_west,kwa_vonza,male,1.55,yes,whatsapp,yes,organic_amendment water_harvesting intercropping mulching staggered_planting drought_tolerant_seed min_tillage,green_grams,1.48,1171.7,646.5,182.03,producer_group,yes,none,717.7,96636.0,87.0
uuid-Y4-773,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00774,M. Wanjiru,2030-06-23,kitui_south,kyome_thaana,male,5.0,yes,radio,yes,intercropping min_tillage organic_amendment water_harvesting mulching staggered_planting,green_grams,0.56,327.2,186.4,140.77,producer_group,yes,none,625.7,25076.0,80.8
uuid-Y4-774,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00775,A. Ndaka,2030-06-03,kitui_rural,mbitini,male,3.55,yes,sms whatsapp,yes,drought_tolerant_seed intercropping mulching water_harvesting staggered_planting organic_amendment min_tillage,cassava,1.2,638.3,288.5,547.84,local_trader,no,reduced_meals,592.4,29168.0,67.5
uuid-Y4-775,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00776,A. Ndaka,2030-06-09,kitui_south,kyome_thaana,female,0.88,yes,ivr whatsapp,yes,,sorghum,0.63,382.0,251.5,82.47,producer_group,yes,none,558.2,13867.0,77.2
uuid-Y4-776,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00777,S. Kamau,2030-06-24,mwingi_west,waita,male,1.03,yes,radio,yes,drought_tolerant_seed staggered_planting mulching intercropping min_tillage water_harvesting,cowpeas,0.68,312.2,259.5,99.72,producer_group,yes,sold_productive_asset reduced_meals child_labour,515.8,24805.0,81.0
uuid-Y4-777,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00778,J. Mwendwa,2030-06-11,kitui_rural,mbitini,male,0.44,yes,radio sms,yes,,sorghum,0.21,101.8,88.7,86.67,producer_group,yes,borrowed_food sold_productive_asset,548.7,7741.0,83.5
uuid-Y4-778,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00779,P. Kioko,2030-06-01,kitui_south,mutonguni,male,2.57,yes,ivr sms,yes,drought_tolerant_seed water_harvesting,green_grams,1.73,1248.4,1089.1,100.09,processor,no,child_labour borrowed_food,636.3,71216.0,67.9
uuid-Y4-779,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00780,A. Ndaka,2030-06-05,kitui_south,kyome_thaana,male,0.28,yes,whatsapp radio,yes,organic_amendment intercropping mulching min_tillage water_harvesting,cassava,0.18,97.9,54.5,136.22,producer_group,yes,child_labour borrowed_food,567.4,5388.0,79.1
uuid-Y4-780,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00781,S. Kamau,2030-06-15,kitui_rural,mbitini,male,5.0,yes,whatsapp radio,yes,organic_amendment min_tillage staggered_planting drought_tolerant_seed,cassava,1.76,1038.9,488.4,175.34,producer_group,yes,reduced_meals,590.2,85451.0,80.1
uuid-Y4-781,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00782,J. Mwendwa,2030-06-03,kitui_south,mutonguni,female,1.69,yes,in_person,no,drought_tolerant_seed organic_amendment water_harvesting intercropping mulching,maize,0.41,302.5,268.0,86.24,producer_group,yes,none,678.6,17608.0,82.1
uuid-Y4-782,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00783,J. Mwendwa,2030-06-09,mwingi_west,waita,female,3.7,yes,radio whatsapp,no,,pigeon_peas,2.81,1529.2,1343.7,93.6,producer_group,yes,none,517.8,110040.0,78.5
uuid-Y4-783,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00784,A. Ndaka,2030-06-10,mwingi_west,kwa_vonza,female,1.58,yes,sms whatsapp,yes,mulching,cassava,1.05,524.9,293.3,65.1,market_vendor,no,child_labour borrowed_food sold_productive_asset,518.1,15668.0,66.8
uuid-Y4-784,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00785,J. Mwendwa,2030-06-11,kitui_south,mutonguni,female,2.54,yes,whatsapp,yes,mulching water_harvesting organic_amendment staggered_planting drought_tolerant_seed min_tillage intercropping,maize,1.63,863.0,608.4,99.98,local_trader,no,none,582.8,58626.0,73.4
uuid-Y4-785,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00786,P. Kioko,2030-06-06,kitui_rural,township,male,185.98,yes,whatsapp ivr,yes,mulching min_tillage intercropping staggered_planting organic_amendment water_harvesting,pigeon_peas,0.92,605.3,354.6,118.08,producer_group,yes,none,688.2,34141.0,82.9
uuid-Y4-786,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00787,J. Mwendwa,2030-06-20,kitui_south,mutonguni,male,2.13,yes,in_person sms,yes,staggered_planting water_harvesting min_tillage,sorghum,1.97,1025.8,525.8,171.1,producer_group,yes,none,489.6,65427.0,79.3
uuid-Y4-787,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00788,A. Ndaka,2030-06-16,kitui_rural,township,male,4.46,yes,radio,yes,mulching intercropping,maize,3.17,2059.5,1287.0,98.65,producer_group,yes,none,584.2,122237.0,80.7
uuid-Y4-788,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00789,S. Kamau,2030-06-23,kitui_south,mutonguni,male,5.0,yes,sms,yes,intercropping organic_amendment mulching,green_grams,4.76,2491.8,2236.3,110.89,market_vendor,no,none,522.9,226306.0,70.1
uuid-Y4-789,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00790,A. Ndaka,2030-06-10,mwingi_west,waita,female,5.0,yes,ivr in_person,no,water_harvesting min_tillage drought_tolerant_seed staggered_planting intercropping,cassava,2.05,1327.3,608.1,126.14,producer_group,yes,borrowed_food reduced_meals,657.7,53645.0,77.0
uuid-Y4-790,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00791,M. Wanjiru,2030-06-26,kitui_rural,township,female,5.0,yes,radio ivr,yes,mulching staggered_planting organic_amendment min_tillage,cassava,1.8,1099.4,568.2,176.83,producer_group,yes,reduced_meals borrowed_food sold_productive_asset,715.5,104377.0,82.6
uuid-Y4-791,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00792,J. Mwendwa,2030-06-25,mwingi_west,waita,female,1.18,yes,radio whatsapp,no,water_harvesting staggered_planting organic_amendment intercropping,sorghum,0.95,610.6,299.5,101.05,processor,no,none,591.9,28837.0,72.7
uuid-Y4-792,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00793,J. Mwendwa,2030-06-08,kitui_rural,mbitini,male,2.71,yes,in_person,yes,staggered_planting mulching min_tillage organic_amendment water_harvesting drought_tolerant_seed intercropping,cowpeas,0.38,252.4,146.3,157.69,producer_group,yes,none,620.3,23356.0,81.0
uuid-Y4-793,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00794,P. Kioko,2030-06-22,kitui_rural,township,male,1.2,yes,radio,yes,organic_amendment drought_tolerant_seed intercropping min_tillage mulching staggered_planting water_harvesting,cassava,0.77,686.8,404.4,120.77,producer_group,yes,none,807.2,51885.0,84.0
uuid-Y4-794,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00795,A. Ndaka,2030-06-09,kitui_rural,township,male,4.34,yes,radio,yes,,maize,0.91,471.9,421.2,121.53,producer_group,yes,child_labour sold_productive_asset,515.3,35746.0,76.3
uuid-Y4-795,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00796,J. Mwendwa,2030-06-02,kitui_rural,mbitini,male,0.92,yes,ivr in_person,yes,drought_tolerant_seed mulching intercropping,pigeon_peas,0.9,542.4,309.0,75.03,local_trader,no,none,540.3,22276.0,69.8
uuid-Y4-796,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00797,P. Kioko,2030-06-21,kitui_rural,township,male,4.51,yes,radio,yes,organic_amendment min_tillage drought_tolerant_seed mulching,pigeon_peas,4.41,3356.9,2217.4,142.05,processor,no,none,691.7,313699.0,72.0
uuid-Y4-797,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00798,A. Ndaka,2030-06-14,kitui_rural,township,male,2.38,yes,in_person,no,staggered_planting mulching,sorghum,2.07,1299.9,785.0,107.71,processor,no,none,638.7,60574.0,69.8
uuid-Y4-798,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00799,A. Ndaka,2030-06-08,kitui_south,mutonguni,male,1.94,yes,in_person ivr,yes,intercropping organic_amendment water_harvesting staggered_planting drought_tolerant_seed min_tillage,pigeon_peas,0.21,106.4,85.6,177.5,producer_group,yes,none,579.4,11530.0,81.8
uuid-Y4-799,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00800,P. Kioko,2030-06-26,mwingi_west,kwa_vonza,female,2.1,yes,ivr,no,drought_tolerant_seed,pigeon_peas,0.76,369.2,206.8,99.09,producer_group,yes,none,499.8,14118.0,78.9
uuid-Y4-800,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00801,M. Wanjiru,2030-06-09,kitui_south,mutonguni,male,0.79,yes,ivr,yes,staggered_planting mulching organic_amendment intercropping min_tillage,cassava,0.45,272.8,239.4,67.44,market_vendor,no,reduced_meals child_labour borrowed_food,621.2,11206.0,68.5
uuid-Y4-801,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00802,S. Kamau,2030-06-18,kitui_rural,township,male,0.85,yes,ivr radio,yes,intercropping water_harvesting min_tillage staggered_planting,sorghum,0.5,295.9,253.2,111.74,processor,no,none,674.8,21913.0,71.7
uuid-Y4-802,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00803,S. Kamau,2030-06-10,kitui_south,mutonguni,female,2.41,yes,whatsapp ivr,yes,organic_amendment min_tillage mulching intercropping,maize,1.63,815.0,439.8,178.0,producer_group,yes,none,492.9,73799.0,80.0
uuid-Y4-803,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00804,S. Kamau,2030-06-27,mwingi_west,kwa_vonza,male,2.39,yes,sms,yes,staggered_planting min_tillage organic_amendment drought_tolerant_seed,maize,1.7,762.8,460.6,130.37,processor,no,borrowed_food sold_productive_asset child_labour,510.8,45902.0,74.3
uuid-Y4-804,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00805,M. Wanjiru,2030-06-13,kitui_rural,mbitini,female,1.25,yes,ivr,yes,intercropping,cowpeas,0.51,298.8,232.8,168.33,producer_group,yes,reduced_meals borrowed_food sold_productive_asset,511.8,29458.0,80.7
uuid-Y4-805,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00806,J. Mwendwa,2030-06-05,kitui_rural,mbitini,female,1.68,yes,in_person radio,yes,min_tillage,sorghum,1.47,847.2,678.8,132.28,producer_group,yes,none,546.4,86687.0,80.9
uuid-Y4-806,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00807,M. Wanjiru,2030-06-06,mwingi_west,kwa_vonza,male,2.87,yes,in_person sms,yes,drought_tolerant_seed intercropping min_tillage,sorghum,2.44,1606.7,712.1,105.9,processor,no,none,647.2,71620.0,72.5
uuid-Y4-807,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00808,P. Kioko,2030-06-27,kitui_rural,township,female,1.08,yes,whatsapp radio,yes,water_harvesting drought_tolerant_seed,pigeon_peas,0.97,635.3,523.2,64.7,market_vendor,no,reduced_meals borrowed_food child_labour,619.3,31644.0,70.9
uuid-Y4-808,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00809,P. Kioko,2030-06-12,mwingi_west,waita,female,0.39,yes,radio in_person,yes,drought_tolerant_seed organic_amendment intercropping staggered_planting water_harvesting mulching min_tillage,green_grams,0.26,199.8,144.0,90.61,producer_group,yes,child_labour,685.1,9187.0,77.4
uuid-Y4-809,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00810,J. Mwendwa,2030-06-15,kitui_south,mutonguni,female,5.0,yes,whatsapp sms,yes,staggered_planting drought_tolerant_seed min_tillage intercropping organic_amendment,cowpeas,1.15,635.5,415.7,105.36,market_vendor,no,none,528.5,32445.0,72.4
uuid-Y4-810,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00811,S. Kamau,2030-06-03,kitui_rural,mbitini,female,2.52,yes,radio in_person,yes,drought_tolerant_seed staggered_planting water_harvesting mulching intercropping min_tillage organic_amendment,sorghum,0.69,469.9,332.5,69.28,local_trader,no,none,599.9,22384.0,70.5
uuid-Y4-811,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00812,A. Ndaka,2030-06-04,kitui_rural,township,female,1.43,yes,in_person radio,yes,,green_grams,0.3,194.4,146.7,98.77,producer_group,yes,none,704.5,14828.0,84.6
uuid-Y4-812,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00813,M. Wanjiru,2030-06-04,kitui_south,mutonguni,male,1.2,yes,radio,yes,,cowpeas,1.17,607.5,475.0,126.09,producer_group,yes,none,519.8,44449.0,83.5
uuid-Y4-813,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00814,M. Wanjiru,2030-06-12,mwingi_west,waita,male,1.07,yes,ivr in_person,yes,water_harvesting organic_amendment intercropping min_tillage mulching staggered_planting,cassava,0.38,209.8,86.4,125.6,producer_group,yes,none,557.3,10464.0,81.4
uuid-Y4-814,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00815,S. Kamau,2030-06-13,kitui_rural,township,female,4.33,yes,ivr,yes,,cassava,3.86,3135.4,1527.9,84.59,producer_group,yes,reduced_meals,740.1,124266.0,80.6
uuid-Y4-815,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00816,S. Kamau,2030-06-01,kitui_south,kyome_thaana,female,0.67,yes,ivr,yes,drought_tolerant_seed mulching staggered_planting min_tillage organic_amendment intercropping water_harvesting,cowpeas,0.61,242.0,153.2,99.95,market_vendor,no,reduced_meals sold_productive_asset,464.0,11133.0,71.2
uuid-Y4-816,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00817,J. Mwendwa,2030-06-09,kitui_south,kyome_thaana,male,2.71,yes,ivr,yes,organic_amendment water_harvesting drought_tolerant_seed,cassava,1.55,872.4,766.6,145.31,market_vendor,no,none,589.2,76220.0,67.7
